,game_date,game_id,season,week,posteam,passer_id,passer,qb_hit,pass_length,pass_location,passing_yards,pass_touchdown,interception,sack,pass_attempt,complete_pass,epa,success
14686,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.5975729135577654,0.0
14690,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5471482914872468,0.0
14694,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.9204710349440575,0.0
14697,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,1.2782841648440808,1.0
14699,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.815853554289788,0.0
14702,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,-0.11129417433403432,0.0
14704,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.3836560242343694,0.0
14707,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,7.0,0.0,0.0,0.0,1.0,1.0,0.43961017951369286,1.0
14709,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,1.3114337641745806,1.0
14711,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.6906586937839165,0.0
14712,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,short,middle,23.0,0.0,0.0,0.0,1.0,1.0,2.565521128999535,1.0
14717,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,right,92.0,1.0,0.0,0.0,1.0,1.0,7.087011351482943,1.0
14720,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,short,right,1.0,0.0,0.0,0.0,1.0,1.0,-0.49588986905291677,0.0
14721,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,7.0,0.0,0.0,0.0,1.0,1.0,0.5076256669126451,1.0
14722,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.3006388917565346,0.0
14726,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,11.0,0.0,0.0,0.0,1.0,1.0,0.8682809034944512,1.0
14727,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.3100698662456125,0.0
14728,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,left,33.0,0.0,0.0,0.0,1.0,1.0,2.5337373393122107,1.0
14729,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,12.0,0.0,0.0,0.0,1.0,1.0,1.2506082472973503,1.0
14731,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,5.0,1.0,0.0,0.0,1.0,1.0,1.4832945091184229,1.0
14734,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,0.12544512542081065,1.0
14736,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.21811896379222162,0.0
14737,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,middle,17.0,0.0,0.0,0.0,1.0,1.0,0.486703276517801,1.0
14739,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,0.4264016865349496,1.0
14745,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,deep,left,20.0,0.0,0.0,0.0,1.0,1.0,2.3055269608739763,1.0
14750,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,0.17824671533890069,1.0
14751,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,2.0384699474670924,1.0
14756,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.2228320057038218,0.0
14757,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.4429543943637606,0.0
14761,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,10.0,0.0,0.0,0.0,1.0,1.0,0.5946155656129122,1.0
14762,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,left,25.0,0.0,0.0,0.0,1.0,1.0,2.1870082379318774,1.0
14763,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,middle,10.0,0.0,0.0,0.0,1.0,1.0,0.5905226690229028,1.0
14765,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.2485623558750376,1.0
14766,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,0.3921827765298076,1.0
14768,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,left,1.0,0.0,0.0,0.0,1.0,1.0,-0.5409874659380876,0.0
14769,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,right,0.0,0.0,1.0,0.0,1.0,0.0,-5.253377024899237,0.0
14771,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,middle,13.0,0.0,0.0,0.0,1.0,1.0,1.2359057667199522,1.0
14772,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.466424343874678,1.0
14777,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.41932865465059876,0.0
14779,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.9650807264751915,0.0
14781,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5336745618842542,0.0
14783,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,left,11.0,0.0,0.0,0.0,1.0,1.0,1.1229059370234609,1.0
14784,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,,,,0.0,,,,,,0.0005175459664314985,1.0
14785,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,right,4.0,0.0,0.0,0.0,1.0,1.0,-0.21751084411516786,0.0
14786,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.6431175647303462,0.0
14787,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.2846900848671794,0.0
14789,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,deep,left,16.0,0.0,0.0,0.0,1.0,1.0,1.9979039791505784,1.0
14791,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.0838163373991847,1.0
14792,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,1.1176592609845102,1.0
14794,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7805580701678991,0.0
14795,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,16.0,0.0,0.0,0.0,1.0,1.0,2.390892748720944,1.0
14796,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,11.0,0.0,0.0,0.0,1.0,1.0,0.6241249046288431,1.0
14802,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,middle,30.0,0.0,0.0,0.0,1.0,1.0,2.0437596617266536,1.0
14804,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,deep,left,18.0,0.0,0.0,0.0,1.0,1.0,1.5291618041228503,1.0
14807,2019-10-13,2019_06_DAL_NYJ,2019,6,NYJ,00-0034869,S.Darnold,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.1457511940221323,0.0
14810,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.42459965078160167,1.0
14811,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,0.2684008200885728,1.0
14812,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.0074856645660475,0.0
14813,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.04180338839069009,1.0
14815,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.73581060761353,1.0
14816,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,12.0,0.0,0.0,0.0,1.0,1.0,0.6157171929371543,1.0
14817,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.783144898363389,1.0
14818,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0768986947950907,0.0
14819,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,left,3.0,0.0,0.0,0.0,1.0,1.0,-0.6180321747087874,0.0
14820,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3940874037798494,1.0
14821,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7341073130664881,1.0
14822,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5406020551163238,0.0
14823,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,short,middle,4.0,0.0,0.0,0.0,1.0,1.0,1.0178736365342047,1.0
14826,2019-10-13,2019_06_DAL_NYJ,2019,6,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,-0.947,0.0
14836,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,right,66.0,0.0,0.0,0.0,1.0,1.0,4.532724466465879,1.0
14838,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7364802225492895,0.0
14839,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,8.0,0.0,0.0,0.0,1.0,1.0,-0.22854545579990848,0.0
14844,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.5300058228895068,0.0
14846,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,right,58.0,0.0,0.0,0.0,1.0,1.0,3.872297262889333,1.0
14848,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,-0.03788733680266887,0.0
14849,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,1.757312651781831,1.0
14851,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,2.0,0.0,0.0,0.0,1.0,1.0,0.041993232152890414,1.0
14856,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.4226634413935244,1.0
14857,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,0.820177280344069,1.0
14858,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,16.0,0.0,0.0,0.0,1.0,1.0,0.8555886722169816,1.0
14862,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2505151245277375,1.0
14864,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,11.0,0.0,0.0,0.0,1.0,1.0,0.8116480202879757,1.0
14865,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,11.0,0.0,0.0,0.0,1.0,1.0,0.7690434487303719,1.0
14868,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,20.0,0.0,0.0,0.0,1.0,1.0,1.6959034521132708,1.0
14869,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.48716441821306944,1.0
14870,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8561125969863497,0.0
14873,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.470999605365745,0.0
14876,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.8101692430209368,0.0
14877,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,1.0,deep,left,21.0,0.0,0.0,0.0,1.0,1.0,1.4848638365510851,1.0
14878,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.4963123800698668,0.0
14880,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.15946384146809578,1.0
14881,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,1.7237124925013632,1.0
14883,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.6108688996173441,0.0
14885,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1311787629965693,1.0
14886,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.37280220759566873,0.0
14889,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.7353298606467433,0.0
14890,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.2305140256066807,0.0
14893,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,5.0,1.0,0.0,0.0,1.0,1.0,1.7335719291004352,1.0
14897,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,-0.13823293475434184,0.0
14898,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,22.0,0.0,0.0,0.0,1.0,1.0,2.3039195713354275,1.0
14899,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.47286881471518427,0.0
14903,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.2676412423606962,0.0
14908,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,2.0,0.0,0.0,0.0,1.0,1.0,-0.33983777672983706,0.0
14909,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.41248007817193866,0.0
14910,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,17.0,0.0,0.0,0.0,1.0,1.0,1.537835696246475,1.0
14912,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,7.0,0.0,0.0,0.0,1.0,1.0,0.2692745399544947,1.0
14915,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,1.0,0.0,0.0,0.0,1.0,1.0,-0.9867416536435485,0.0
14916,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,-2.0,0.0,0.0,0.0,1.0,1.0,-1.0367003482533619,0.0
14918,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.16429210669593886,0.0
14926,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2555048055946827,1.0
14927,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,left,25.0,0.0,0.0,0.0,1.0,1.0,1.4925635089166462,1.0
14930,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,1.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-2.227657427295804,0.0
14935,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,0.10490551963448524,1.0
14936,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-2.046364814043045,0.0
14938,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.45675012236461043,0.0
14940,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.0814311638735417,0.0
14943,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.4270523998420686,0.0
14944,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,4.0,0.0,0.0,0.0,1.0,1.0,-0.4391316450200975,0.0
14945,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,-0.25582131440751255,0.0
14947,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,right,16.0,0.0,0.0,0.0,1.0,1.0,1.1035462454892695,1.0
14951,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8335024996194988,0.0
14952,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.7378721090971454,0.0
14956,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.786687804851681,0.0
14957,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.4369126935489476,0.0
14959,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.48417604388669133,1.0
14960,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.5964940977282822,1.0
14961,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.534422799013555,0.0
14962,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7665629526600242,0.0
14963,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-2.100295682437718,0.0
14967,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,right,46.0,0.0,0.0,0.0,1.0,1.0,2.6021485695964657,1.0
14968,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.47427705983864143,0.0
14970,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,0.0,0.0,1.0,0.0,1.0,0.0,-6.783623013936449,0.0
14972,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.6926940430421382,0.0
14973,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.8731865088323791,0.0
14977,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,right,25.0,0.0,0.0,0.0,1.0,1.0,1.2326104380190372,1.0
14978,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,0.0,0.0,0.0,0.0,1.0,1.0,-0.4779786404687911,0.0
14979,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8086336459964514,0.0
14980,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5789706748910248,1.0
14982,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.706184555310756,0.0
14983,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,deep,left,35.0,1.0,0.0,0.0,1.0,1.0,4.321331944083795,1.0
14988,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.6940929833799601,0.0
14989,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,1.5479893961455673,1.0
14991,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.6492842640727758,0.0
14992,2019-10-14,2019_06_DET_GB,2019,6,DET,00-0026498,M.Stafford,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-1.44609689200297,0.0
14995,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,1.0022604658734053,1.0
14996,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,middle,2.0,0.0,0.0,0.0,1.0,1.0,-0.42795539111830294,0.0
14997,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2567367002484389,1.0
14998,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,3.0,0.0,0.0,0.0,1.0,1.0,-0.3684572344645858,0.0
14999,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.9621425294317305,1.0
15002,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,short,right,15.0,0.0,0.0,0.0,1.0,1.0,1.513132627820596,1.0
15008,2019-10-14,2019_06_DET_GB,2019,6,GB,00-0023459,A.Rodgers,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1682765052537434,1.0
15018,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.5602466424461454,0.0
15019,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.006290278863161802,0.0
15020,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,52.0,0.0,0.0,0.0,1.0,1.0,4.52750948513858,1.0
15021,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.8934231819584966,0.0
